User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003116,P002879,F,36-45,8,A,3,0,14,,,8854
1004091,P001916,M,46-50,0,A,4+,0,10,,,10548
1003005,P003945,M,55+,16,B,4+,1,5,,,13306
1000330,P001798,M,36-45,3,A,2,0,19,,4.0,14643
1003641,P001875,M,55+,5,B,0,1,18,2.0,,13716
1003895,P002760,M,51-55,15,B,2,1,4,,,13722
1004108,P003333,M,26-35,6,C,0,0,9,2.0,17.0,8226
1001342,P004275,M,51-55,4,A,0,0,19,5.0,,9863
1003664,P003731,M,51-55,8,B,2,1,11,16.0,15.0,16211
1000216,P004595,F,26-35,18,C,4+,1,3,8.0,,7690
1000339,P001818,M,0-17,0,B,2,1,11,,,11054
1004063,P003168,M,51-55,7,C,4+,0,7,,,10332
1002709,P001944,F,46-50,19,A,2,1,17,2.0,,10139
1003153,P004827,M,55+,3,C,2,0,18,16.0,,12772
1001751,P004735,M,26-35,16,C,1,0,15,5.0,,11648
1002422,P004735,F,26-35,0,B,3,0,17,14.0,,13486
1000710,P004065,F,55+,1,B,2,0,17,,,17070
1003727,P004259,M,36-45,20,A,3,1,10,2.0,,11092
1003643,P001906,M,18-25,13,B,4+,1,15,,17.0,15688
1003994,P001012,F,51-55,1,B,1,0,16,,,11500
1000489,P001602,M,46-50,0,A,1,0,15,14.0,9.0,11087
1000047,P001199,M,0-17,12,C,0,1,9,5.0,,8135
1003360,P003633,M,51-55,7,C,3,0,19,,,11452
1004874,P002791,M,55+,8,C,1,0,1,14.0,4.0,1954
1004807,P004527,M,0-17,19,B,4+,0,2,8.0,3.0,12085
1000401,P001447,F,36-45,20,B,0,0,6,2.0,,10692
1003991,P002811,F,51-55,1,C,1,1,9,,,10088
1003158,P004911,F,0-17,16,B,4+,0,18,16.0,3.0,8449
1004346,P001840,M,51-55,5,B,3,0,1,5.0,,10472
1000391,P004142,M,26-35,2,B,4+,1,10,14.0,,12297
1003854,P001589,F,51-55,19,B,4+,1,4,16.0,9.0,9496
1004431,P004867,M,46-50,16,A,4+,1,14,,,9961
1000629,P002153,M,51-55,5,A,2,0,6,8.0,,11180
1004233,P003936,F,0-17,7,B,1,0,5,,,5625
1002931,P003090,M,46-50,13,B,4+,1,15,2.0,,14205
1001522,P001519,M,0-17,9,C,0,0,10,8.0,,13019
1000827,P002036,F,55+,19,B,2,1,3,2.0,,14618
1004823,P001724,F,55+,9,A,4+,1,17,2.0,,8216
1001501,P003670,M,18-25,14,B,4+,0,9,,,10157
1003295,P001987,F,18-25,7,A,1,1,9,8.0,3.0,9798
1002420,P001802,M,46-50,10,A,2,0,15,,,9444
1000935,P003582,M,55+,15,A,4+,1,18,,15.0,9870
1003043,P003349,F,18-25,2,B,4+,1,3,,17.0,8417
1004498,P004837,F,18-25,14,A,3,0,8,,9.0,6073
1001467,P001526,M,26-35,12,A,0,1,3,2.0,3.0,13279
1003562,P002665,M,0-17,10,C,0,1,19,,3.0,12200
1000615,P004644,M,18-25,13,A,1,0,13,,,13147
1001183,P002138,M,46-50,6,A,2,1,16,,3.0,13360
1003224,P001459,M,26-35,18,C,4+,1,7,14.0,,11964
1002668,P003879,M,55+,14,B,2,1,5,14.0,17.0,12621
1000131,P003552,M,18-25,5,A,1,0,19,5.0,9.0,11525
1002984,P004379,M,51-55,19,A,3,1,2,2.0,,16955
1004279,P001931,M,55+,6,B,1,0,3,8.0,,10331
1004460,P002986,F,46-50,13,B,0,0,3,,,6974
1000039,P001324,M,0-17,3,A,3,0,2,8.0,,6519
1003960,P001578,M,55+,8,A,4+,1,16,,,8100
1003588,P003808,F,51-55,6,C,1,0,17,2.0,9.0,21764
1000921,P004246,M,55+,14,B,2,0,16,16.0,15.0,13135
1002770,P003898,M,18-25,2,B,2,0,16,14.0,,10485
1004112,P002537,M,46-50,4,A,0,0,19,2.0,3.0,10383
1000493,P004243,M,51-55,16,A,0,0,17,16.0,,14713
1001132,P004007,M,46-50,0,B,0,0,5,,,8484
1003522,P003549,F,36-45,0,C,0,1,12,16.0,,12042
1000311,P003000,M,55+,15,A,4+,0,12,14.0,17.0,13962
1000739,P003381,M,51-55,13,C,3,1,7,5.0,,11991
1003242,P003331,M,46-50,10,A,0,0,7,,,5481
1000546,P001474,M,51-55,13,B,1,1,4,14.0,3.0,14867
1002462,P002077,F,36-45,7,A,4+,1,6,,,11547
1004347,P002481,M,0-17,18,B,3,1,16,,,18727
1004855,P002602,M,0-17,1,B,4+,0,8,2.0,,13145
1001805,P002443,M,55+,9,B,2,1,6,,,8796
1003213,P004685,M,26-35,4,B,4+,0,19,,17.0,11952
1003811,P001631,F,51-55,14,B,4+,0,10,2.0,,10078
1000814,P001702,M,36-45,0,C,2,0,16,,,11708
1004125,P003456,F,46-50,1,A,2,0,2,2.0,,7382
1002033,P001981,M,26-35,18,B,2,0,14,,,13083
1004573,P002327,F,51-55,16,A,4+,1,11,,,8874
1004414,P002958,F,26-35,14,B,2,1,2,5.0,,13872
1000245,P001558,M,51-55,17,C,0,0,3,5.0,,6231
1004844,P001221,M,55+,20,A,1,0,11,2.0,,11359
1004793,P002556,M,55+,7,C,1,0,4,16.0,,8008
1000272,P003205,M,0-17,20,C,2,1,14,16.0,3.0,11581
1003512,P001347,M,46-50,13,B,3,1,5,2.0,,13351
1001772,P002182,M,36-45,7,A,4+,0,3,8.0,,12073
1001263,P001888,F,55+,7,C,1,1,8,14.0,,15039
1002425,P004955,M,0-17,18,C,0,0,10,,,7803
1004362,P001921,F,26-35,12,A,3,0,12,14.0,,6056
1000921,P002258,F,18-25,4,C,3,0,8,,,7095
1003431,P003709,F,55+,9,C,0,0,7,,,5908
1004436,P001404,M,26-35,6,B,4+,0,2,,15.0,11828
1004485,P002280,M,18-25,8,C,4+,0,12,8.0,3.0,14409
1002625,P001676,M,51-55,13,B,2,1,11,16.0,,15976
1003761,P001588,M,0-17,5,B,0,0,9,,,6759
1002051,P002620,M,51-55,9,B,0,0,5,5.0,9.0,8863
1003501,P003605,F,36-45,0,A,0,0,6,2.0,17.0,5716
1001166,P003952,M,46-50,10,C,2,1,7,,,8138
1000376,P004984,M,55+,7,A,1,0,14,14.0,,13865
1002034,P004118,F,18-25,5,B,4+,0,18,2.0,,5575
1000146,P004284,M,55+,16,C,2,0,15,5.0,15.0,9004
1004389,P003526,M,46-50,3,A,2,0,1,5.0,,10181
1000432,P003534,F,51-55,5,B,2,0,16,,,5775
1000705,P002594,M,0-17,14,B,0,0,15,14.0,,15856
1002633,P001565,M,0-17,9,A,2,0,9,,,9469
1004495,P004413,M,51-55,16,C,1,1,7,5.0,,16861
1000964,P003571,F,51-55,9,B,3,1,12,,,11155
1002235,P001703,M,0-17,4,B,2,1,9,2.0,,10330
1002042,P004574,M,36-45,18,A,1,1,12,,,8384
1001829,P004077,M,18-25,6,A,0,1,11,16.0,,8300
1002109,P003868,M,46-50,18,A,3,1,3,2.0,,6741
1004069,P004215,M,26-35,9,A,4+,0,13,8.0,,13279
1000939,P001857,M,55+,18,B,4+,1,5,8.0,,14548
1004806,P002284,M,51-55,10,B,0,1,18,,,14425
1000807,P001584,M,51-55,2,A,0,1,11,2.0,,7314
1001464,P003733,M,55+,10,A,4+,1,3,16.0,3.0,10701
1003416,P001231,M,0-17,5,B,0,0,9,,,11054
1000011,P003317,M,46-50,5,C,4+,0,8,,3.0,10394
1001869,P003987,M,46-50,14,B,0,0,8,8.0,17.0,5223
1004868,P004518,M,36-45,2,A,4+,0,13,2.0,3.0,4501
1000885,P003921,F,18-25,10,C,1,1,11,8.0,3.0,8677
1003565,P002245,F,36-45,7,C,0,1,6,2.0,9.0,7488
1001390,P001051,M,36-45,7,B,4+,1,13,,,15422
1003402,P003163,M,46-50,15,B,0,0,11,2.0,,13973
1004322,P001537,M,18-25,2,B,4+,0,14,2.0,,13236
1000825,P004636,M,18-25,7,C,4+,1,14,,15.0,10086
1002266,P004948,M,18-25,7,B,3,0,19,14.0,4.0,17044
1000937,P001540,M,55+,12,C,0,0,5,2.0,,16413
1002801,P002042,M,0-17,0,A,1,0,15,8.0,,14410
1002554,P001814,M,18-25,9,B,2,1,13,16.0,,10554
1003846,P002415,M,46-50,4,C,2,1,16,2.0,,11900
1001797,P003838,F,55+,4,C,0,0,19,2.0,,19464
1000054,P002652,M,0-17,16,C,4+,0,17,,3.0,13550
1000727,P003665,M,26-35,13,C,4+,1,16,,,16399
1002737,P001418,F,51-55,5,C,1,0,14,2.0,3.0,10202
1003171,P003356,F,36-45,13,B,0,1,17,,,8738
1001914,P004810,F,18-25,11,B,2,0,7,,,7511
1001597,P001863,M,26-35,19,B,1,1,6,,,3517
1001915,P001185,M,18-25,0,B,0,0,5,5.0,,9124
1002467,P001260,F,36-45,4,B,0,1,1,14.0,,14694
1002738,P002551,M,46-50,17,B,0,0,16,,,13324
1000850,P002296,F,46-50,13,A,3,1,14,5.0,3.0,9804
1002110,P003207,M,36-45,6,A,1,0,2,,,7121
1000003,P003917,M,26-35,14,C,0,0,4,,,12481
1004256,P001761,F,0-17,8,A,1,1,1,2.0,,10726
1004070,P001223,M,51-55,14,A,2,0,2,14.0,,12008
1004877,P002279,M,51-55,15,B,0,1,9,2.0,3.0,9778
1000893,P001179,M,51-55,8,A,4+,1,1,5.0,3.0,9100
1002031,P003067,M,0-17,6,B,0,0,16,,,12505
1003161,P002647,M,18-25,6,A,0,0,14,,3.0,8066
1002377,P001631,M,36-45,16,A,1,1,13,2.0,4.0,15604
1004676,P004777,M,36-45,10,C,1,1,19,8.0,,9450
1001934,P004539,F,0-17,5,C,3,0,15,,4.0,17392
1001381,P004694,M,26-35,13,A,0,0,18,2.0,,13662
1003682,P004281,F,51-55,14,B,2,0,3,16.0,4.0,10808
1001291,P002536,M,55+,20,B,1,1,15,2.0,,8289
1001641,P003105,M,36-45,7,C,3,0,15,2.0,,13080
1002683,P004164,M,46-50,3,B,4+,0,5,2.0,,13838
1000988,P004292,M,46-50,0,A,4+,1,13,5.0,,13003
1001219,P003770,F,55+,5,B,3,1,16,,,11757
1001356,P002963,F,36-45,0,B,4+,0,15,,,10451
1004266,P004303,M,51-55,20,A,0,0,14,,17.0,13421
1004617,P004845,M,51-55,4,B,1,1,9,16.0,,10379
1004136,P004435,F,51-55,18,C,2,1,18,,,12610
1001561,P001614,F,26-35,4,B,4+,1,17,2.0,,16132
1001419,P001561,F,46-50,4,A,0,0,5,5.0,9.0,13356
1000955,P003421,M,26-35,16,C,1,0,15,8.0,,12987
1000984,P001621,F,0-17,11,C,0,0,11,5.0,3.0,7207
1000975,P004527,M,18-25,6,B,0,1,12,,,11350
1004134,P003135,M,51-55,14,B,1,1,7,,,12593
1003973,P004091,M,0-17,18,B,4+,0,9,16.0,,13130
1000914,P002013,M,18-25,20,A,4+,0,3,,,14035
1004550,P003061,F,55+,12,B,0,0,17,16.0,,7952
1000037,P003180,F,46-50,11,C,3,0,9,,3.0,13481
1003388,P002960,F,18-25,18,B,4+,1,11,,,12721
1001712,P004879,M,18-25,12,A,0,1,14,,,16195
1003021,P002057,M,36-45,5,A,2,1,10,,,7925
1000796,P003939,M,18-25,0,B,2,1,4,,,20409
1004037,P004279,M,36-45,5,A,3,1,16,2.0,,9653
1004689,P004884,F,18-25,12,B,0,0,16,2.0,,9489
1003112,P004270,M,36-45,12,B,2,0,12,14.0,15.0,9905
1001325,P001591,M,46-50,12,A,4+,1,6,5.0,,12961
1000318,P001582,M,46-50,19,B,0,0,7,5.0,,12043
1002397,P004226,F,18-25,3,B,3,1,8,2.0,3.0,9448
1002163,P002613,M,55+,4,B,3,0,6,,3.0,15631
1002746,P002101,M,55+,12,A,4+,1,7,8.0,,13636
1001592,P004243,F,26-35,8,A,2,0,9,,3.0,8865
1003112,P001288,M,55+,16,C,2,0,16,14.0,,9434
1003931,P002568,F,46-50,2,C,3,1,13,,3.0,14284
1001997,P004883,M,0-17,19,C,1,1,15,5.0,,9616
1001313,P004859,M,55+,17,A,3,0,18,5.0,3.0,14825
1001286,P004060,F,0-17,14,A,3,0,4,,3.0,2465
1004312,P003926,M,36-45,0,B,0,1,5,,,10837
1002384,P002443,M,26-35,8,C,4+,1,8,16.0,,16016
1003240,P001006,M,51-55,5,C,0,0,4,,,12275
1002140,P002183,M,36-45,17,C,3,0,17,2.0,,17746
1001705,P001239,M,18-25,0,A,0,0,17,14.0,17.0,11238
1000363,P002986,M,55+,6,C,2,0,2,5.0,15.0,11285
1002605,P002446,F,46-50,9,C,3,0,16,5.0,3.0,10877
1001717,P003583,F,26-35,5,A,2,1,19,5.0,,11999
1004452,P002749,M,36-45,6,B,2,0,7,,,8487
1004287,P003117,M,36-45,5,B,4+,0,11,14.0,15.0,11967
1003739,P002903,M,0-17,7,A,2,0,1,,,9577
1002470,P003263,M,18-25,1,B,0,0,18,,,11426
1004796,P004175,M,36-45,8,C,0,0,7,16.0,,9592
1000557,P004798,M,0-17,8,C,1,0,13,,,10970
1000826,P002077,M,26-35,6,C,4+,0,3,,,13527
1002809,P003853,M,36-45,8,B,1,0,9,,,12141
1004522,P003377,M,51-55,16,B,2,0,17,16.0,,12047
1002720,P001847,F,51-55,2,B,3,1,2,14.0,3.0,10698
1003509,P004274,F,0-17,15,B,0,1,15,,,12476
1003742,P002311,M,51-55,15,A,3,1,9,16.0,,11022
1001575,P003092,F,18-25,1,C,1,0,7,,,6526
1003999,P003876,M,46-50,10,A,1,0,19,16.0,,5800
1002130,P003245,F,51-55,15,A,0,1,11,14.0,,15889
1002404,P002239,M,26-35,14,A,1,1,18,16.0,,12455
1003330,P002504,F,36-45,0,C,3,1,17,,,8948
1000589,P002332,M,0-17,20,A,1,0,4,,3.0,8401
1002013,P003943,M,36-45,16,B,3,0,2,8.0,,13237
1001548,P004506,M,46-50,2,C,2,0,17,2.0,,18905
1000295,P003379,M,36-45,18,B,4+,0,1,,,13354
1001986,P001695,M,36-45,19,A,0,0,13,5.0,3.0,9643
1003118,P001026,M,0-17,6,B,1,0,10,8.0,9.0,16753
1001691,P004237,F,46-50,10,A,0,1,17,,,17036
1001137,P003365,M,26-35,17,A,1,1,17,,,6802
1002065,P004345,M,0-17,13,C,2,0,11,2.0,,16848
1004456,P004454,M,55+,15,A,3,0,9,,9.0,8829
1004796,P003412,F,46-50,5,B,0,0,3,14.0,9.0,10308
1004544,P004174,F,46-50,1,B,2,1,10,,,15928
1004771,P001959,F,36-45,10,A,2,1,17,5.0,,8869
1001008,P002526,M,18-25,10,B,4+,1,16,,,14964
1002515,P002868,M,18-25,9,A,2,1,16,,,15410
1003527,P001372,M,26-35,3,B,4+,0,15,,,13639
1004682,P004687,M,36-45,16,B,2,0,13,,,8678
1001248,P002949,M,18-25,9,A,3,1,2,,17.0,11068
1003903,P001244,M,0-17,8,B,2,1,6,8.0,,8673
1001436,P002840,M,26-35,12,A,3,0,3,,,12810
1000572,P004240,M,36-45,10,B,1,0,1,,3.0,14394
1002383,P004699,M,51-55,9,C,2,0,17,16.0,,17229
1001246,P002676,F,0-17,4,B,2,1,1,8.0,,12803
1002085,P004489,M,18-25,2,C,1,1,11,2.0,,6355
1000278,P004427,F,18-25,3,B,4+,0,4,,15.0,5685
1001888,P003525,M,18-25,2,C,3,1,11,16.0,,7553
1004580,P001124,M,18-25,9,A,1,1,13,8.0,3.0,11330
1001266,P001536,M,46-50,12,C,1,0,17,,,15450
1004827,P003753,F,51-55,4,B,0,0,13,16.0,,10641
1001041,P002919,M,26-35,12,C,1,1,17,,,11050
1000918,P002635,F,26-35,0,C,4+,0,2,5.0,4.0,4141
1000886,P002425,M,18-25,10,B,4+,1,2,,3.0,14208
1002753,P002540,M,26-35,2,C,4+,0,18,16.0,,14926
1000022,P001530,M,51-55,16,B,3,0,6,16.0,,12394
1004570,P004753,M,0-17,18,B,3,0,2,2.0,3.0,8607
1003192,P003833,F,0-17,12,B,2,0,11,8.0,,11846
1002354,P001253,M,55+,15,A,1,1,17,14.0,15.0,11008
1004800,P003168,M,26-35,17,B,4+,1,9,14.0,,11373
1000687,P004103,F,18-25,19,C,1,1,5,2.0,3.0,12242
1000285,P001660,F,36-45,18,C,2,0,15,,,7672
1004812,P002801,M,51-55,5,C,2,1,17,,15.0,13138
1003748,P002060,F,18-25,6,B,4+,1,10,5.0,9.0,14484
1000763,P004760,M,46-50,14,B,1,1,6,5.0,,16968
1002429,P002365,F,36-45,4,A,2,1,13,,,7376
1002508,P002036,M,51-55,15,A,0,0,16,14.0,,13119
1000029,P002206,M,46-50,5,A,3,0,2,2.0,4.0,8704
1000907,P004728,M,26-35,2,B,1,1,5,5.0,4.0,15203
1003105,P004336,M,46-50,11,C,4+,1,17,,,9391
1004000,P003135,M,26-35,3,A,2,1,7,,,13315
1002995,P004533,M,46-50,2,A,2,0,17,2.0,15.0,6657
1002507,P003093,M,36-45,15,B,2,0,5,,,12649
1004666,P004463,F,46-50,15,A,3,1,6,,3.0,12623
1003610,P002142,M,18-25,18,B,1,0,10,,,9909
1003554,P003980,M,26-35,14,A,2,0,5,14.0,,4392
1001454,P002554,M,0-17,8,B,3,0,14,,,15428
1004834,P004518,F,46-50,19,C,0,0,14,14.0,,5322
1003357,P002755,M,26-35,1,B,1,0,2,8.0,,4770
1000516,P002965,M,0-17,5,C,4+,0,9,5.0,3.0,12895
1000039,P001744,M,26-35,13,B,1,0,18,5.0,15.0,15444
1003343,P002629,M,55+,8,B,2,0,18,16.0,4.0,13316
1000887,P001966,M,26-35,9,C,4+,1,9,5.0,,5975
1002845,P001762,M,0-17,17,B,1,0,5,5.0,,5422
1002205,P003809,M,0-17,14,A,4+,0,18,2.0,,12561
1001099,P001793,M,36-45,3,A,1,1,12,14.0,,16492
1001824,P001743,M,51-55,4,C,0,1,6,,,15211
1003202,P002069,M,55+,20,B,0,0,17,,,12987
1003156,P004957,M,46-50,5,B,0,0,14,,3.0,11089
1003094,P002531,F,46-50,14,A,1,0,10,,,4655
1003531,P001557,F,55+,19,A,4+,1,19,2.0,,10590
1003779,P002994,M,26-35,1,C,0,0,3,16.0,,8059
1002897,P001525,M,55+,15,C,3,0,10,16.0,15.0,15368
1003454,P003644,M,18-25,4,B,3,0,14,5.0,,12359
1003512,P004902,M,18-25,3,A,0,0,15,,,10849
1000989,P001839,M,51-55,0,C,0,1,16,2.0,4.0,11796
1004117,P001002,M,26-35,7,B,2,0,6,,4.0,10784
1004965,P002051,F,36-45,20,C,3,0,14,,15.0,12377
1004027,P002404,F,0-17,9,A,3,1,4,,,14136
1004180,P001156,M,26-35,14,B,0,0,13,5.0,,9162
1001683,P003902,M,46-50,1,C,2,0,8,,,5977
1004666,P002937,F,18-25,18,B,4+,0,9,8.0,,6971
1003964,P002954,F,18-25,11,C,2,0,11,14.0,17.0,9865
1000934,P001510,F,18-25,9,B,2,1,5,,9.0,8278
1003599,P004404,M,36-45,11,A,3,0,5,,,7475
1003234,P004915,M,46-50,20,C,0,0,18,16.0,3.0,20890
1001981,P001686,M,36-45,19,A,0,0,16,5.0,4.0,15932
1001856,P002137,M,0-17,8,C,0,1,19,16.0,,10670
1003057,P002412,M,26-35,7,C,2,0,9,2.0,15.0,11491
1000793,P002510,M,26-35,1,C,2,0,11,,,14317
1000792,P004914,F,55+,20,C,1,0,11,,,12366
1001810,P004321,F,18-25,6,B,4+,1,14,16.0,3.0,11748
1002256,P001570,M,55+,3,B,1,1,10,,,9051
1003611,P001714,F,18-25,18,C,4+,0,9,14.0,,12405
1001608,P002338,M,0-17,7,A,1,1,5,2.0,15.0,12774
1000985,P003286,F,36-45,12,A,1,0,11,,,10756
1003677,P004305,M,51-55,20,B,1,0,9,,,10121
1003381,P003350,M,51-55,2,A,1,0,13,,,12208
1000520,P003654,M,51-55,4,C,2,1,19,2.0,,13003
1000591,P001990,M,46-50,19,B,4+,0,8,,,4179
1001051,P004724,M,0-17,7,A,1,0,4,16.0,,7787
1003634,P001333,M,26-35,1,B,1,0,12,,,10224
1004445,P003160,F,26-35,9,C,0,0,7,5.0,,8336
1000960,P002644,M,36-45,15,C,2,1,8,14.0,,7443
1000693,P001361,M,55+,3,A,3,1,19,2.0,15.0,8325
1003900,P002880,M,0-17,13,C,0,0,8,5.0,15.0,11380
1004474,P003848,M,46-50,2,B,3,1,19,2.0,,15850
1002947,P003144,M,0-17,9,B,1,0,4,,,8425
1000527,P002981,F,0-17,12,C,4+,1,10,,17.0,12688
1003225,P004918,M,36-45,4,A,3,0,15,8.0,4.0,11641
1002254,P003063,M,46-50,16,B,3,0,8,8.0,,14658
1003345,P003603,M,51-55,16,B,3,0,15,14.0,,13394
1003966,P002977,M,26-35,10,A,4+,0,16,,,11419
1001876,P001375,M,18-25,18,A,0,1,7,16.0,4.0,18543
1001764,P001741,F,55+,17,A,2,1,8,5.0,3.0,8887
1000521,P001389,M,51-55,16,B,4+,1,13,,,12570
1001017,P003667,M,46-50,10,A,0,1,13,,4.0,14569
1000117,P002240,F,26-35,14,B,1,0,2,2.0,,6765
1002434,P004470,M,51-55,7,B,0,0,15,8.0,,8677
1000584,P004331,M,36-45,11,C,3,1,6,,3.0,12009
1000395,P001823,F,55+,16,B,0,0,18,,,12735
1003789,P003367,M,46-50,4,C,0,0,7,2.0,,9475
1002769,P003243,M,46-50,3,A,1,1,2,16.0,,11646
1004168,P004549,F,26-35,10,C,1,0,2,8.0,,11146
1003861,P001417,F,26-35,7,A,0,0,1,,,6369
1000274,P004546,M,0-17,15,C,4+,0,14,,,15194
1002014,P001606,M,0-17,15,B,1,0,2,14.0,15.0,7460
1004434,P001567,F,46-50,2,B,3,0,10,14.0,,12809
1001390,P001543,M,18-25,11,B,4+,0,4,2.0,,15841
1003567,P003278,M,36-45,12,A,0,0,4,,,11869
1004703,P001883,M,26-35,0,C,3,0,7,8.0,,9511
1000166,P003568,M,0-17,3,C,3,1,5,2.0,,14416
1001568,P001702,F,36-45,20,A,4+,1,12,14.0,17.0,10938
1000729,P004944,F,55+,5,C,0,1,12,,4.0,11320
1002044,P002223,F,51-55,4,A,3,0,6,2.0,,13322
1004198,P003893,F,51-55,4,C,1,0,18,2.0,,18402
1003497,P003720,M,46-50,20,C,1,1,2,,,12895
1000779,P002622,M,26-35,9,A,4+,0,19,16.0,,14504
1000214,P003068,F,51-55,18,B,1,0,16,8.0,9.0,9313
1003763,P004382,M,55+,17,B,2,1,2,14.0,,10942
1001577,P003635,M,26-35,1,B,0,1,17,,,15629
1002449,P003945,M,0-17,15,C,3,1,7,,17.0,11734
1002937,P004724,F,51-55,14,B,3,1,7,,,15198
1003118,P004709,M,18-25,4,C,4+,1,12,16.0,,17954
1000592,P002786,M,51-55,20,A,4+,0,11,,4.0,16634
1002721,P004971,M,26-35,8,B,3,0,17,,,15271
1000714,P002619,M,18-25,4,B,1,1,11,,,9527
1000936,P002457,M,36-45,4,C,4+,0,8,2.0,3.0,9443
1004338,P003418,F,51-55,8,A,2,0,6,,,9530
1000002,P002583,M,26-35,8,C,4+,0,6,,9.0,7899
1002849,P002914,M,51-55,1,B,1,1,15,2.0,4.0,12319
1004045,P001077,M,51-55,6,B,0,1,12,5.0,,10476
1001950,P004613,M,26-35,0,B,2,0,9,5.0,,12937
1000918,P002308,F,18-25,19,C,4+,1,13,,,9951
1003175,P001647,F,0-17,1,B,0,0,15,8.0,17.0,13368
1002242,P003187,F,55+,11,B,0,1,15,,,8062
1000090,P001552,M,51-55,5,B,3,1,13,16.0,,7915
1001710,P001997,M,46-50,19,B,1,1,9,,,10701
1002170,P001281,M,36-45,18,A,3,0,11,,15.0,14574
1004239,P004633,M,26-35,15,C,1,0,11,,4.0,13175
1003042,P002281,F,51-55,3,A,0,0,9,2.0,,10535
1000106,P002846,M,55+,17,C,4+,0,17,,,15648
1000887,P002383,F,0-17,4,B,1,1,6,8.0,,11837
1000428,P003487,M,26-35,17,B,1,1,5,,17.0,15732
1001896,P003317,M,51-55,5,B,0,1,3,,17.0,9890
1000317,P002157,M,36-45,13,B,2,0,6,16.0,,12970
1000635,P003793,M,46-50,19,C,0,0,17,2.0,,15800
1001926,P004711,M,26-35,16,C,0,0,11,,,10415
1002057,P001103,M,51-55,17,A,1,0,4,,,12483
1003145,P001765,M,18-25,20,C,0,0,12,8.0,3.0,15435
1002271,P003142,M,0-17,9,B,3,0,10,,9.0,13078
1001440,P004920,M,46-50,18,C,0,0,17,5.0,,8836
1000553,P003776,M,26-35,17,A,4+,0,6,16.0,,13685
1000716,P002596,M,51-55,3,A,0,1,18,,9.0,15417
1003912,P001479,M,46-50,19,B,0,1,19,,,8191
1001714,P003827,M,18-25,14,B,4+,0,15,8.0,,13260
1003390,P004312,M,26-35,5,C,2,0,12,2.0,,14092
1001108,P003060,M,46-50,5,A,2,0,19,,,16236
1004207,P004218,M,26-35,2,A,2,1,5,2.0,,10289
1000251,P002963,M,26-35,8,A,3,0,18,2.0,,13649
1002431,P004823,M,46-50,10,A,4+,1,12,5.0,,6354
1002055,P003648,M,26-35,4,B,3,0,15,8.0,,15514
1000459,P003142,F,18-25,13,B,3,1,10,5.0,,8451
1000208,P004898,M,46-50,1,B,3,1,19,,,14786
1000900,P003340,M,51-55,18,A,4+,0,9,14.0,4.0,8213
1003462,P003072,F,55+,7,A,1,1,6,16.0,,11529
1003386,P002295,M,46-50,12,A,1,1,14,,,12903
1000022,P002528,M,18-25,18,C,2,1,1,,,9803
1000410,P002189,M,18-25,4,C,3,0,1,2.0,,1592
1000895,P001938,M,18-25,14,C,2,0,11,16.0,,8898
1000515,P001761,F,51-55,3,C,3,1,3,,4.0,10231
1004905,P004158,M,51-55,3,C,2,0,5,2.0,,7435
1004970,P001653,M,55+,17,B,0,1,8,,9.0,10948
1004110,P002669,M,55+,18,B,4+,0,18,2.0,,10949
1002135,P004032,M,26-35,19,C,3,0,5,,17.0,14194
1003596,P004862,M,26-35,8,B,3,0,12,2.0,,6864
1002957,P003685,M,36-45,14,A,3,0,18,,,11405
1001561,P004899,F,55+,11,B,4+,1,12,14.0,,10230
1001267,P003538,F,55+,3,C,0,0,8,8.0,,13928
1002170,P002931,M,26-35,2,C,1,0,9,16.0,,13089
1003639,P004212,F,18-25,4,A,4+,0,15,,,14111
1000750,P004939,M,36-45,16,C,0,1,3,14.0,,9478
1003428,P002126,M,55+,4,C,2,1,15,5.0,,12224
1004781,P004297,F,18-25,3,A,3,0,4,,4.0,9289
1001928,P002925,M,0-17,20,C,3,0,16,,,13070
1003805,P001574,M,55+,6,C,1,1,19,,17.0,15519
1003703,P003341,M,51-55,6,A,2,0,18,,3.0,14659
1002357,P003943,M,46-50,6,B,0,0,16,14.0,15.0,17917
1004791,P002329,F,0-17,16,B,2,1,12,,,13743
1002336,P002277,M,51-55,14,B,2,0,12,16.0,,12309
1000307,P002203,M,51-55,6,C,1,0,4,,,8590
1003666,P001039,M,18-25,14,B,0,0,15,8.0,,14197
1001990,P003823,F,26-35,19,B,1,1,19,5.0,3.0,6613
1000662,P004772,M,46-50,3,C,0,0,18,5.0,3.0,10801
1004645,P001519,M,26-35,1,C,4+,0,11,2.0,,12362
1000312,P002639,M,26-35,12,A,4+,0,15,2.0,9.0,15938
1002921,P004808,M,55+,11,C,3,1,16,16.0,,11968
1001083,P003593,M,46-50,9,A,1,0,11,5.0,,12878
1002972,P003283,M,46-50,18,B,4+,0,11,5.0,,10285
1000755,P001462,M,0-17,14,C,2,0,13,2.0,9.0,18572
1004131,P002251,M,18-25,16,C,2,0,7,,,14169
1004541,P004771,M,26-35,20,C,4+,0,15,,3.0,13178
1000353,P002848,M,18-25,5,A,1,1,17,16.0,,15125
1000903,P001482,M,18-25,4,A,3,0,13,8.0,17.0,10774
1003889,P003477,M,55+,20,C,2,1,4,16.0,,9665
